Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses,exit_misses,transaction_costs_paid,borrow_paid
10% OTM/150/10,0.2613073548739626,0.3433650819347192,0.8486061866365175,-0.22539496640718992,1.159330924905815,10% OTM,150,10,16,0,9,0.0,0.0
10% OTM/150/14,0.20656065398290568,0.3450549517610281,0.7177257740762035,-0.21116537927724122,0.9781937488517474,10% OTM,150,14,15,0,10,0.0,0.0
10% OTM/150/21,0.06617286954478407,0.35024020546138357,0.3581806610949384,-0.3160799496152501,0.20935484716867783,10% OTM,150,21,14,0,15,0.0,0.0
10% OTM/150/30,0.10412491908123611,0.3488831576041558,0.457117838346277,-0.30162027959983906,0.34521856162781595,10% OTM,150,30,13,0,21,0.0,0.0
10% OTM/150/45,0.10226569733094593,0.3527706382680928,0.4530762262293612,-0.318380093507035,0.32120631728090826,10% OTM,150,45,14,0,33,0.0,0.0
10% OTM/150/60,0.2096274248979233,0.30513126847740846,0.7775395790766099,-0.16556133725155542,1.2661617040421307,10% OTM,150,60,17,0,43,0.0,0.0
10% OTM/180/3,0.21439895590172653,0.30338929666626185,0.7939140474673433,-0.16556133725155542,1.2949820257610434,10% OTM,180,3,18,0,6,0.0,0.0
10% OTM/180/5,0.05599286351525201,0.4143665701007977,0.3358624873524976,-0.4221531889248592,0.13263636278066446,10% OTM,180,5,15,0,6,0.0,0.0
10% OTM/180/7,0.05599286351525201,0.4143665701007977,0.3358624873524976,-0.4221531889248592,0.13263636278066446,10% OTM,180,7,15,0,6,0.0,0.0
10% OTM/180/10,0.07723915888941302,0.40088934377803154,0.383605464181144,-0.35643095921721235,0.21670159926355542,10% OTM,180,10,13,0,10,0.0,0.0
10% OTM/180/14,0.20372623156269865,0.35651818524369683,0.6991987966090072,-0.21036985649302453,0.9684193113924277,10% OTM,180,14,14,0,10,0.0,0.0
10% OTM/180/21,0.09047835821688976,0.34123981377868,0.4245985347026583,-0.2387686114297869,0.37893740586373575,10% OTM,180,21,12,0,15,0.0,0.0
10% OTM/180/30,0.10411342560023407,0.3498923903668267,0.45675080837587534,-0.30459463710394685,0.3418097790234699,10% OTM,180,30,13,0,21,0.0,0.0
10% OTM/180/45,0.11244456872526798,0.3467732580624734,0.48157498445513014,-0.3105549910455333,0.36207619251812784,10% OTM,180,45,14,0,33,0.0,0.0
10% OTM/180/60,0.17260981486767646,0.31609677257289903,0.6623583611759034,-0.18926798137957002,0.9119863466051016,10% OTM,180,60,15,0,44,0.0,0.0
20% OTM/30/3,0.32584142940393135,0.450047840541693,0.8488446487628909,-0.38724340674724467,0.8414382884938552,20% OTM,30,3,66,0,3,0.0,0.0
