Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses
10% OTM/240/10,0.11537533724612947,0.3859483351089428,0.47430431197750805,-0.3201935941157319,0.36032993590879836,10% OTM,240,10,11,0
10% OTM/240/14,0.12570074196803493,0.3115179658329797,0.5366585935654695,-0.24227228817855473,0.5188407758603967,10% OTM,240,14,13,0
10% OTM/240/21,0.11253221901497756,0.32500637849889175,0.4909491445728424,-0.21166871962685485,0.5316431223912423,10% OTM,240,21,11,0
10% OTM/240/30,0.09089429143524619,0.3252791255864029,0.4299384421002223,-0.28728501992371547,0.3163906404148114,10% OTM,240,30,12,0
10% OTM/240/45,0.12086745002872878,0.34374308509770657,0.5050775949761512,-0.302925367698613,0.3990007537070399,10% OTM,240,45,16,0
10% OTM/240/60,0.10816801454267178,0.424278798621763,0.45316308782369247,-0.5032566833155906,0.21493607164843148,10% OTM,240,60,15,0
10% OTM/270/3,0.14845268679852208,0.3724351003675282,0.5569112587860312,-0.32717111449665826,0.45374631261965637,10% OTM,270,3,14,0
10% OTM/270/5,0.14287405622979987,0.36982268386129347,0.5450281313176915,-0.3220294088066571,0.44366772823403805,10% OTM,270,5,14,0
10% OTM/270/7,0.14287405622979987,0.36982268386129347,0.5450281313176915,-0.3220294088066571,0.44366772823403805,10% OTM,270,7,14,0
10% OTM/270/10,0.12565756617640567,0.37653739505417516,0.5013865028992115,-0.28525152587308267,0.4405149658421622,10% OTM,270,10,11,0
10% OTM/270/14,0.13519722983239602,0.3079581152557063,0.5664414617223066,-0.2259661635230047,0.5983074090587556,10% OTM,270,14,13,0
10% OTM/270/21,0.11152526394967333,0.3259647085316248,0.48766544785546123,-0.2122603397301236,0.5254173440571662,10% OTM,270,21,11,0
10% OTM/270/30,0.09089429143524619,0.3252791255864029,0.4299384421002223,-0.28728501992371547,0.3163906404148114,10% OTM,270,30,12,0
10% OTM/270/45,0.1080410454359082,0.3483277141729196,0.4697352713274526,-0.33329801387878466,0.32415748350424034,10% OTM,270,45,16,0
10% OTM/270/60,0.10702031561921888,0.42908700121316934,0.4504080252448542,-0.507105500035087,0.21104152018034522,10% OTM,270,60,15,0
20% OTM/30/3,0.39836037904067134,0.4028226168926895,1.034917010628688,-0.38724340674724467,1.0287079704902058,20% OTM,30,3,71,0
20% OTM/30/5,0.19254644898461293,0.38567987998494657,0.6473052775825163,-0.43746064682267305,0.4401457602714665,20% OTM,30,5,64,0
20% OTM/30/7,0.20611557077623344,0.3839727780756428,0.6781903020413442,-0.40594039674559423,0.5077483601746774,20% OTM,30,7,65,0
20% OTM/30/10,0.16950371758759486,0.4269988724759803,0.5790691095883702,-0.408495006806034,0.4149468531155888,20% OTM,30,10,62,0
20% OTM/30/14,0.14279495027811695,0.4600028417264157,0.5166052552313664,-0.38724340674724467,0.3687472731364534,20% OTM,30,14,54,0
20% OTM/30/21,0.1302501224838697,0.4138908383843963,0.49997607095328667,-0.42392459366578783,0.3072483277215943,20% OTM,30,21,38,0
20% OTM/45/3,0.22628605384567857,0.47495243714361957,0.6647788865499578,-0.46056388776135104,0.4913239180465936,20% OTM,45,3,53,0
20% OTM/45/5,0.1976132660036114,0.42815075727372526,0.6342684650210275,-0.43468750946117274,0.4546099478417671,20% OTM,45,5,54,0
20% OTM/45/7,0.1976132660036114,0.42815075727372526,0.6342684650210275,-0.43468750946117274,0.4546099478417671,20% OTM,45,7,54,0
20% OTM/45/10,0.09731613313103349,0.5158702932993757,0.4347595513758401,-0.46608372606250936,0.20879538951759458,20% OTM,45,10,54,0
20% OTM/45/14,0.15254063069609547,0.4950632561616982,0.5313512728679157,-0.4225120132661906,0.36103264737230556,20% OTM,45,14,49,0
20% OTM/45/21,0.07069659469684386,0.47877542132080014,0.3784337820104057,-0.49847202834952864,0.14182660345240355,20% OTM,45,21,50,0
20% OTM/45/30,0.05176301538936423,0.5303792339580444,0.35596202634585544,-0.5691898796107833,0.09094155965099064,20% OTM,45,30,35,3
20% OTM/60/3,0.037235766647099044,0.5895842330975024,0.3573497636024707,-0.5906128250862955,0.06304598387557611,20% OTM,60,3,42,0
20% OTM/60/5,0.22494051809666793,0.45025397381797116,0.6744356881895214,-0.4792119722132927,0.4693966994558914,20% OTM,60,5,45,2
20% OTM/60/7,0.22494051809666793,0.45025397381797116,0.6744356881895214,-0.4792119722132927,0.4693966994558914,20% OTM,60,7,45,2
20% OTM/60/10,0.165418612414864,0.44687336814356327,0.5651487412203766,-0.4011262881474601,0.4123853691535011,20% OTM,60,10,38,0
20% OTM/60/14,0.1214102817878453,0.4495646782322435,0.47697911168220924,-0.42617592092512113,0.28488301620676737,20% OTM,60,14,39,0
20% OTM/60/21,0.18460762492946503,0.45402863227901596,0.5986387626761114,-0.4204235233671896,0.43909918134678777,20% OTM,60,21,42,0
20% OTM/60/30,0.16174481768057092,0.38713055476323366,0.5789872487480068,-0.5673750587492219,0.28507565707441795,20% OTM,60,30,30,3
20% OTM/60/45,0.08191614989632057,0.31178335101709836,0.4070447977455159,-0.391512798343537,0.20922981379638675,20% OTM,60,45,17,3
20% OTM/90/3,-0.05436441535728642,0.5663821289659351,0.17648045485316063,-0.5758635247458814,-0.09440503352122623,20% OTM,90,3,32,0
20% OTM/90/5,-0.05228679589319141,0.49604136112302316,0.1347922276553968,-0.503671364708911,-0.10381133325578225,20% OTM,90,5,33,2
20% OTM/90/7,-0.05228679589319141,0.49604136112302316,0.1347922276553968,-0.503671364708911,-0.10381133325578225,20% OTM,90,7,33,2
20% OTM/90/10,-0.056749313002042334,0.5105544954497576,0.1382485984303892,-0.5246771488622105,-0.10816044328422945,20% OTM,90,10,31,0
20% OTM/90/14,-0.105240354688387,0.5746675839812088,0.0904635464530501,-0.5377970258001858,-0.1956878704038951,20% OTM,90,14,31,0
20% OTM/90/21,0.17346663024844133,0.5091530139208488,0.5696661329852678,-0.358284376993371,0.4841590685704133,20% OTM,90,21,32,0
20% OTM/90/30,0.02873946909040659,0.43390788646031697,0.278978555773894,-0.5673750587492219,0.05065338817283004,20% OTM,90,30,27,3
20% OTM/90/45,-0.022652128989901876,0.33861095063852936,0.0996188086408509,-0.47444062621507943,-0.04774491841184133,20% OTM,90,45,18,3
20% OTM/90/60,0.14835925323734722,0.41373622568231766,0.5426310269480827,-0.6230092428542795,0.23813331012176994,20% OTM,90,60,21,3
